label,class_name,brightness,contrast,red_mean,green_mean,blue_mean
9,truck,79.74154,47.04132,99.83496,69.74219,69.64746
4,deer,121.35287,47.517445,131.35156,130.86621,101.84082
2,bird,127.56836,49.812645,143.7461,127.3125,111.646484
3,cat,103.234375,40.08354,108.375,93.96777,107.36035
8,ship,153.14746,48.902245,142.03027,155.11719,162.29492
0,airplane,98.04492,48.443253,96.853516,101.958984,95.322266
1,automobile,129.80827,61.94017,140.14648,126.63379,122.64453
6,frog,162.07324,62.483044,176.85645,202.97852,106.384766
1,automobile,90.21029,63.790207,87.578125,92.58301,90.46973
1,automobile,93.0472,50.078114,94.75195,99.8916,84.49805
4,deer,105.22721,41.2109,125.708984,112.4668,77.50586
1,automobile,73.94694,64.08483,117.586914,63.197266,41.05664
8,ship,181.63118,39.332546,169.8916,183.15918,191.84277
3,cat,104.88151,59.464897,110.77734,105.993164,97.87402
9,truck,124.06478,55.17761,151.70898,116.06152,104.42383
6,frog,77.581055,80.854324,104.47656,62.439453,65.82715
6,frog,62.09505,71.45616,61.44922,87.86719,36.96875
1,automobile,169.14551,86.16637,160.77344,169.30371,177.35938
8,ship,122.67513,45.91784,105.99609,118.35254,143.67676
5,dog,101.20182,49.925053,126.37402,93.75586,83.475586
2,bird,176.52571,39.671585,181.59082,174.44434,173.54199
9,truck,140.60579,55.103275,121.96289,142.41699,157.4375
9,truck,121.35254,51.644516,117.83594,121.19922,125.02246
8,ship,113.57552,43.52137,93.19043,118.94922,128.58691
1,automobile,108.99805,54.535545,97.49805,108.08203,121.41406
7,horse,115.74674,62.00292,131.25586,118.72754,97.256836
7,horse,137.5127,62.493256,171.67188,134.0586,106.80762
0,airplane,166.48438,73.08253,166.48438,166.48438,166.48438
0,airplane,115.67969,55.830196,115.291016,115.10547,116.64258
6,frog,121.052086,36.42651,138.88965,116.18359,108.08301
9,truck,171.68294,64.23689,176.98926,167.71875,170.34082
1,automobile,170.89648,64.50775,168.38477,171.00098,173.30371
2,bird,147.85905,30.854961,159.11328,150.41113,134.05273
2,bird,109.847984,47.21338,127.24805,116.9541,85.3418
9,truck,137.79524,79.522896,141.70215,137.35547,134.32812
2,bird,153.90788,53.845158,152.9707,150.48828,158.26465
6,frog,85.15137,41.995262,106.74902,81.33496,67.37012
6,frog,143.63249,80.6301,161.7666,140.0127,129.11816
1,automobile,142.34277,61.364525,132.42383,145.02051,149.58398
9,truck,163.94238,58.084763,163.94238,163.94238,163.94238
5,dog,96.442055,68.21663,103.30469,99.32031,86.70117
0,airplane,165.76367,40.567856,141.68066,165.43652,190.17383
4,deer,126.73275,24.628632,138.07617,138.18555,103.93652
7,horse,177.68098,78.63158,189.57422,177.50879,165.95996
6,frog,83.23828,31.854301,88.72754,86.671875,74.31543
7,horse,129.08171,62.40345,148.12402,122.8291,116.29199
1,automobile,34.309895,46.492554,42.180664,32.856445,27.892578
8,ship,115.114586,58.37167,107.55664,117.865234,119.921875
1,automobile,89.62565,51.459396,110.42285,79.56836,78.88574
1,automobile,153.76106,49.891727,148.51562,153.82227,158.94531
2,bird,168.95703,52.006638,180.6123,167.44531,158.81348
8,ship,125.35449,64.939026,125.35449,125.35449,125.35449
1,automobile,144.99544,72.89085,175.5,135.88574,123.600586
3,cat,125.188805,39.33256,159.90332,126.17383,89.48926
3,cat,76.09603,40.585587,82.28027,75.16797,70.83984
6,frog,119.1735,46.3088,130.48047,130.37207,96.66797
2,bird,150.38086,47.018074,165.44238,165.61621,120.083984
4,deer,92.79948,47.439552,84.850586,97.0957,96.45215
9,truck,100.59147,55.545166,106.72949,101.04883,93.99609
9,truck,132.34668,53.545467,142.57031,130.69238,123.77734
5,dog,113.257164,66.37395,134.25977,113.921875,91.58984
4,deer,125.10547,32.119377,124.24121,132.27344,118.80176
3,cat,113.08041,40.945168,118.853516,116.28906,104.09863
6,frog,123.52506,38.577118,123.83301,122.06152,124.680664
7,horse,118.39844,63.35979,115.40039,134.7461,105.04883
4,deer,142.13216,32.176556,129.58887,151.03711,145.77051
6,frog,145.11621,56.50289,150.02441,146.84668,138.47754
8,ship,155.79558,61.990242,150.21191,155.03809,162.13672
5,dog,141.77116,40.297592,140.73242,158.45996,126.12109
5,dog,105.66113,50.49097,115.51465,105.70215,95.7666
4,deer,126.80078,66.36965,139.63672,135.37402,105.3916
3,cat,85.5433,49.884693,79.95703,94.57031,82.10254
1,automobile,190.58073,71.34553,190.4961,190.4961,190.75
8,ship,138.15234,61.064396,125.25488,139.84668,149.35547
4,deer,39.688477,43.698936,44.69922,38.819336,35.546875
7,horse,81.567055,46.197613,87.7959,90.018555,66.88672
6,frog,88.23242,51.442932,102.424805,88.84961,73.42285
0,airplane,119.319336,58.670696,127.634766,128.65918,101.66406
9,truck,116.49707,66.2909,137.66699,107.40723,104.41699
5,dog,115.7347,54.20524,140.8916,119.06348,87.24902
1,automobile,74.73373,59.396225,69.51172,72.82324,81.86621
3,cat,136.21777,59.589836,146.70508,142.39941,119.54883
8,ship,101.13086,53.93519,101.23926,103.43262,98.7207
2,bird,139.38606,50.41738,144.31836,138.57227,135.26758
7,horse,134.4554,67.71396,141.79004,145.75,115.82617
5,dog,84.27506,30.185356,88.45215,82.171875,82.20117
3,cat,130.91374,62.441753,142.81055,122.36621,127.56445
4,deer,101.51595,55.11726,107.569336,102.115234,94.86328
1,automobile,111.30729,46.879253,117.333984,114.00195,102.58594
5,dog,99.27474,42.43394,94.62793,107.541016,95.65527
7,horse,95.04427,56.107273,117.418945,108.98828,58.725586
0,airplane,59.681316,37.077045,58.45215,58.051758,62.54004
4,deer,79.308266,27.169697,87.87402,93.666016,56.384766
7,horse,122.28158,53.311707,146.6914,114.84961,105.30371
5,dog,137.83138,60.94589,149.60254,148.07324,115.81836
5,dog,104.55338,57.640045,118.35449,94.305664,101.0
1,automobile,85.79134,54.75913,95.5625,90.71289,71.09863
0,airplane,162.29655,71.791565,160.64258,163.5918,162.65527
9,truck,118.84375,56.67473,132.80176,118.16016,105.569336
6,frog,94.904945,39.768593,123.81836,96.44922,64.447266
9,truck,137.14519,75.41795,135.2539,139.17578,137.00586
0,airplane,134.91277,49.022358,121.48535,134.32324,148.92969
8,ship,149.56804,64.05783,137.48828,156.44531,154.77051
7,horse,185.59895,60.250916,172.91504,186.11328,197.76855
8,ship,152.65202,71.81131,144.72168,155.08203,158.15234
8,ship,134.24187,48.255684,122.37402,137.17871,143.17285
2,bird,161.36816,43.35417,155.3584,154.94824,173.79785
5,dog,123.23666,41.07608,125.05762,133.46484,111.1875
2,bird,80.535484,24.680696,80.02832,93.8584,67.71973
3,cat,118.28939,38.96679,122.22266,118.75586,113.88965
5,dog,48.630207,45.738644,55.179688,48.904297,41.80664
0,airplane,141.23958,40.24216,131.49219,139.50781,152.71875
6,frog,113.1556,52.158638,99.83008,128.25781,111.37891
1,automobile,81.02897,56.294212,76.203125,82.34375,84.54004
9,truck,130.70573,90.369064,127.509766,135.98047,128.62695
3,cat,179.63313,65.9453,182.7373,180.55469,175.60742
6,frog,112.26823,41.932148,132.00098,108.07031,96.7334
9,truck,114.91537,90.34975,114.03906,117.0332,113.67383
1,automobile,126.77279,62.015175,125.237305,130.0586,125.02246
3,cat,169.67773,66.65506,165.77637,168.93848,174.31836
9,truck,139.04036,77.49071,153.66797,135.28418,128.16895
6,frog,140.91536,40.316963,162.1836,147.08594,113.47656
6,frog,150.4056,35.94206,164.3584,146.99023,139.86816
7,horse,116.05078,64.84134,114.990234,114.14844,119.01367
1,automobile,109.5651,71.180565,110.12402,110.15039,108.4209
0,airplane,165.39258,58.35513,136.93652,161.93945,197.30176
9,truck,119.34668,61.632446,121.35547,117.73926,118.94531
5,dog,75.1442,62.363224,76.38867,76.83301,72.21094
8,ship,132.0293,54.952507,139.7666,132.94922,123.37207
5,dog,97.46484,44.7429,112.546875,94.00586,85.8418
2,bird,100.62174,50.879265,103.365234,121.23828,77.26172
9,truck,151.40755,62.844906,153.93164,152.68066,147.61035
0,airplane,99.7015,44.8799,60.467773,98.08008,140.55664
8,ship,167.33235,86.49178,170.7373,167.41504,163.84473
8,ship,118.095375,65.670395,106.291016,116.31348,131.68164
0,airplane,139.43945,59.855377,141.54004,142.03418,134.74414
6,frog,96.39681,42.404396,115.66211,85.47363,88.05469
9,truck,132.68945,69.67148,129.3789,132.97949,135.70996
1,automobile,153.36035,89.18186,148.46484,152.64551,158.9707
1,automobile,140.18164,44.297874,152.66797,142.24219,125.634766
6,frog,103.13151,44.124817,130.3711,106.54492,72.478516
3,cat,118.35156,78.944885,122.16504,116.953125,115.93652
7,horse,108.89388,57.950176,115.05078,115.33301,96.29785
6,frog,163.4134,39.236233,162.18945,183.2539,144.79688
6,frog,95.31641,48.329937,97.424805,130.93457,57.589844
0,airplane,91.91764,38.0589,90.33008,98.89258,86.53027
6,frog,73.04557,67.4595,71.052734,77.171875,70.91211
6,frog,119.66276,47.22769,126.2793,130.91504,101.793945
1,automobile,109.31836,47.979225,108.171875,105.447266,114.33594
7,horse,150.34114,54.76892,164.11914,145.36133,141.54297
1,automobile,122.99349,54.198284,136.46582,109.72754,122.78711
5,dog,119.37272,72.230156,135.59863,113.70703,108.8125
8,ship,170.19206,63.960217,170.11523,172.97852,167.48242
3,cat,129.30403,48.402256,167.3584,126.98535,93.56836
6,frog,107.29459,35.562035,107.15527,136.34766,78.38086
6,frog,95.85482,36.476017,102.88965,101.90039,82.774414
8,ship,142.90137,28.5788,136.66016,140.92871,151.11523
6,frog,76.97982,41.949387,67.50586,96.109375,67.32422
8,ship,129.06868,58.445286,83.70215,134.84863,168.65527
4,deer,98.84863,68.65795,112.54297,96.359375,87.643555
6,frog,128.00293,61.00362,132.61621,131.76172,119.63086
6,frog,60.76595,36.155277,56.663086,66.71875,58.916016
1,automobile,106.58431,37.384098,101.71777,108.19336,109.8418
3,cat,115.91959,47.786983,121.06738,113.56152,113.12988
8,ship,147.70605,48.21405,131.08008,147.04102,164.99707
3,cat,119.26009,41.88457,127.25781,124.83496,105.6875
4,deer,131.72331,29.046877,145.39062,133.59668,116.18262
1,automobile,103.95182,64.06283,123.17285,101.00195,87.680664
7,horse,128.74577,57.89213,134.89844,140.1084,111.23047
1,automobile,83.10905,53.916065,83.37988,90.36133,75.58594
3,cat,87.97396,80.64162,92.62012,86.6543,84.64746
8,ship,124.17545,95.08898,117.81445,130.7666,123.94531
5,dog,136.66699,33.973503,144.44043,133.58301,131.97754
1,automobile,92.03646,74.64271,134.6836,74.57324,66.85254
1,automobile,122.51953,62.383305,100.9707,122.86328,143.72461
4,deer,80.74935,37.49813,95.29883,78.70996,68.23926
0,airplane,171.52051,28.3512,165.09766,167.41113,182.05273
9,truck,147.15755,73.890755,164.88477,145.70605,130.88184
3,cat,199.48405,64.70627,202.69727,199.35352,196.40137
7,horse,104.8278,54.932133,105.10254,116.74609,92.634766
4,deer,98.53353,54.271873,104.25488,103.15625,88.18945
9,truck,140.42024,75.54538,153.33789,138.57227,129.35059
9,truck,131.31348,77.989395,144.40918,133.87207,115.65918
2,bird,110.524414,36.660934,109.37207,115.768555,106.43262
4,deer,138.4987,34.629795,142.31152,141.11426,132.07031
9,truck,98.89811,39.63964,108.990234,92.40625,95.29785
9,truck,91.19629,63.410034,82.32324,99.01172,92.25391
1,automobile,84.54134,51.646694,81.288086,87.18359,85.15234
0,airplane,147.91536,65.493614,103.118164,168.32227,172.30566
5,dog,88.389,51.98556,92.791016,88.06055,84.31543
9,truck,144.91731,80.74696,160.56543,136.32812,137.8584
0,airplane,137.60384,57.110786,173.12598,148.7627,90.92285
8,ship,182.83919,48.72656,180.89844,183.42676,184.19238
2,bird,156.41179,48.40022,129.25488,159.83789,180.14258
1,automobile,110.29004,50.467213,125.4043,114.609375,90.856445
2,bird,91.754234,51.023174,107.25781,88.674805,79.33008
0,airplane,176.47102,44.27999,169.79004,174.68066,184.94238
5,dog,101.46094,54.039593,103.27637,94.583984,106.52246
6,frog,95.737305,54.334118,125.69824,116.95215,44.561523
3,cat,120.56608,41.620255,133.74023,126.375,101.58301
2,bird,163.56934,42.144695,165.17383,174.25293,151.28125
7,horse,136.22981,51.993694,156.99707,135.06348,116.62891
8,ship,187.1634,76.667046,187.53027,189.5459,184.41406
8,ship,101.45996,49.45154,91.67969,103.81836,108.881836
6,frog,87.29362,61.42883,105.4082,88.365234,68.10742
0,airplane,129.34798,66.9063,127.3584,125.9541,134.73145
7,horse,129.24675,42.606808,141.10645,146.05176,100.58203
9,truck,122.57943,88.89559,142.45801,113.203125,112.07715
4,deer,149.74414,59.682247,169.99805,150.50488,128.72949
5,dog,111.18229,48.722595,126.75781,102.79004,103.99902
6,frog,84.708984,55.42744,94.078125,81.49414,78.55469
4,deer,107.435875,43.015316,127.87988,114.15234,80.27539
2,bird,104.12402,45.232517,112.36719,120.55664,79.44824
1,automobile,106.79655,50.703033,125.78223,109.49512,85.112305
1,automobile,105.11426,61.74929,121.75391,104.24512,89.34375
2,bird,140.05437,25.35096,124.03125,142.3418,153.79004
1,automobile,113.120766,61.579906,113.1709,117.91797,108.27344
5,dog,110.69336,46.156055,121.32422,117.55176,93.2041
9,truck,107.13119,59.49948,104.79785,108.28711,108.30859
9,truck,105.813805,61.212383,138.10742,114.7793,64.55469
0,airplane,127.66634,49.622143,109.39746,114.67578,158.92578
8,ship,137.0306,52.312035,130.18652,123.52637,157.3789
4,deer,176.20183,78.92705,180.97852,174.48438,173.14258
1,automobile,109.43848,62.659805,105.95996,107.84473,114.51074
1,automobile,103.65885,63.1717,102.51074,104.953125,103.512695
6,frog,98.71517,33.591396,107.38965,98.27637,90.47949
3,cat,89.65104,43.762474,121.86621,93.00781,54.0791
3,cat,183.1403,68.39363,196.10547,179.10938,174.20605
9,truck,126.501625,72.26443,112.66797,126.875,139.96191
0,airplane,199.18164,42.412273,191.5166,197.56445,208.46387
7,horse,128.59636,62.805855,147.40137,123.12598,115.26172
9,truck,137.38281,79.75906,151.45898,140.23145,120.45801
7,horse,88.46517,43.458336,82.38965,103.57129,79.43457
7,horse,41.1416,57.11218,43.285156,38.895508,41.24414
9,truck,83.07259,40.53481,82.02246,82.85156,84.34375
1,automobile,189.46062,65.37611,188.33984,189.20996,190.83203
5,dog,83.7067,61.772182,75.66016,94.49414,80.96582
1,automobile,85.706055,54.158,67.78125,82.40039,106.93652
6,frog,143.72949,64.29634,147.41406,142.70996,141.06445
6,frog,102.85873,41.29176,115.82715,107.77734,84.97168
8,ship,116.484375,47.233692,103.11621,118.859375,127.47754
7,horse,147.51562,42.35558,141.17188,149.8252,151.5498
1,automobile,109.54134,56.867252,127.55664,110.90234,90.16504
3,cat,114.98014,44.18783,115.75488,116.44922,112.73633
0,airplane,117.47754,46.10918,122.61328,125.913086,103.90625
3,cat,111.74088,54.841774,112.8916,112.37695,109.9541
3,cat,70.03939,41.41223,91.086914,61.450195,57.581055
2,bird,159.14226,50.638607,169.87305,158.6211,148.93262
4,deer,98.314125,37.098324,99.75488,100.166016,95.021484
5,dog,115.66764,36.172897,136.01953,116.36133,94.62207
7,horse,96.74381,61.36411,106.6084,94.16406,89.458984
5,dog,114.367836,62.130825,114.7959,121.115234,107.19238
9,truck,128.95671,55.5404,126.509766,131.37695,128.9834
0,airplane,162.56413,54.932762,152.66016,162.52148,172.51074
3,cat,95.37305,49.131744,120.87891,89.56055,75.67969
4,deer,76.80436,47.434536,75.52832,86.75586,68.12891
0,airplane,172.9948,42.852863,141.88184,173.15527,203.94727
4,deer,114.694664,44.15193,125.66016,125.62109,92.802734
4,deer,117.501305,54.680096,148.6543,138.50195,65.34766
6,frog,93.05631,25.138542,115.333984,85.07715,78.75781
0,airplane,145.97005,38.706524,126.743164,146.72461,164.44238
0,airplane,143.73665,23.463596,135.58105,152.44727,143.18164
6,frog,130.11589,69.721504,142.05078,144.21582,104.081055
6,frog,77.09668,47.101532,110.20801,72.6084,48.473633
0,airplane,148.9847,57.075516,143.32715,151.90332,151.72363
8,ship,179.13737,51.574356,188.88086,180.46973,168.06152
1,automobile,89.305664,56.401455,102.75781,88.487305,76.671875
6,frog,147.36687,45.819027,169.82812,136.8125,135.45996
2,bird,123.76334,54.877285,138.8789,120.572266,111.83887
9,truck,95.57943,62.71143,121.168945,86.63379,78.93555
2,bird,66.76465,61.242203,77.49707,72.32129,50.475586
5,dog,75.20573,51.23223,86.32422,75.706055,63.586914
9,truck,164.6634,60.88879,189.16016,154.16797,150.66211
6,frog,101.41862,60.96567,112.98828,95.421875,95.8457
7,horse,119.20182,52.879837,118.53125,126.68848,112.38574
4,deer,110.52865,59.77903,130.14941,134.12793,67.30859
1,automobile,138.89323,91.54358,173.4414,122.703125,120.53516
8,ship,115.194336,52.66884,86.60254,113.5459,145.43457
7,horse,105.22949,47.317837,87.197266,109.177734,119.31348
3,cat,129.83496,62.56414,147.6875,123.49121,118.32617
6,frog,96.791664,53.157085,104.447266,104.53418,81.393555
9,truck,130.8991,59.091022,123.99609,135.4873,133.21387
3,cat,169.62434,73.48484,172.85645,170.89551,165.1211
0,airplane,213.60742,55.385475,214.58203,216.7334,209.50684
4,deer,106.711914,36.7616,123.42383,116.234375,80.47754
0,airplane,135.0013,38.99329,133.89355,134.65625,136.4541
5,dog,96.45996,61.634342,120.94531,88.01465,80.41992
1,automobile,129.7884,61.836098,112.896484,128.54492,147.92383
0,airplane,164.30273,58.840847,157.4043,168.75977,166.74414
3,cat,159.13411,48.099537,184.79395,162.14648,130.46191
4,deer,92.21289,51.613827,104.9834,96.34375,75.31152
8,ship,139.71907,43.949852,118.728516,141.54102,158.8877
5,dog,115.493164,45.0571,125.06152,119.30957,102.1084
4,deer,101.47201,47.21054,126.819336,116.1875,61.40918
7,horse,111.777016,64.33618,122.228516,119.20117,93.90137
2,bird,140.15234,26.68731,153.99121,144.82324,121.64258
3,cat,116.39811,63.20023,134.64453,116.03613,98.51367
9,truck,133.10905,64.50949,138.36523,133.8916,127.07031
7,horse,106.91797,57.952164,131.83301,108.521484,80.399414
6,frog,100.546875,39.617767,112.6582,117.65625,71.32617
7,horse,142.77766,59.49603,155.71387,141.2539,131.36523
1,automobile,99.2181,65.51488,111.765625,129.77246,56.11621
4,deer,87.70703,69.04864,100.08594,81.19922,81.83594
7,horse,97.3903,46.471252,103.75293,96.45508,91.96289
0,airplane,129.51237,33.5637,125.086914,131.66211,131.78809
1,automobile,139.07063,65.59713,134.56836,139.50488,143.13867
7,horse,107.660805,63.695114,117.04883,109.112305,96.82129
3,cat,130.36946,69.04699,128.40332,135.46973,127.23535
1,automobile,74.11295,64.83492,69.16016,81.19141,71.987305
8,ship,143.45573,73.4209,72.88965,158.43555,199.04199
4,deer,128.07715,31.05958,141.9707,136.68555,105.575195
4,deer,95.09635,28.87644,108.52246,89.71777,87.04883
2,bird,63.0472,52.838684,67.77344,67.87402,53.49414
0,airplane,162.01465,81.88383,162.01465,162.01465,162.01465
2,bird,158.93391,41.965126,175.62305,164.67383,136.50488
2,bird,145.94304,41.302258,196.1084,141.00488,100.71582
0,airplane,151.00781,66.686,138.7627,150.11035,164.15039
0,airplane,84.32617,38.83752,80.575195,78.625,93.77832
9,truck,153.48763,64.20839,150.72461,152.27246,157.46582
0,airplane,130.00456,68.25151,119.77344,133.95508,136.28516
9,truck,120.33041,53.532852,120.42578,119.6543,120.91113
6,frog,126.87109,57.392544,157.80176,128.19434,94.61719
8,ship,123.41113,41.894283,116.21484,124.362305,129.65625
2,bird,96.71061,29.995224,99.50098,98.268555,92.362305
7,horse,167.06218,61.642273,178.69629,158.21973,164.27051
7,horse,77.24479,44.869633,85.93457,79.45215,66.34766
4,deer,113.31901,57.297436,83.731445,119.19336,137.03223
0,airplane,216.43132,56.40592,212.1836,215.49512,221.61523
3,cat,136.78418,60.1971,129.49023,137.03809,143.82422
0,airplane,126.99056,69.74766,100.30957,121.83008,158.83203
8,ship,161.56902,51.751556,153.85449,158.28906,172.56348
9,truck,95.817055,54.295547,101.45215,91.30957,94.68945
4,deer,101.90365,14.14427,100.72656,110.02539,94.958984
2,bird,74.53125,52.450485,92.57324,96.487305,34.533203
7,horse,114.43424,68.47343,124.2832,113.299805,105.71973
2,bird,62.891277,37.506283,61.990234,63.430664,63.25293
5,dog,110.49186,65.351295,118.31738,109.921875,103.23633
2,bird,121.71517,28.34852,114.20801,124.4209,126.5166
5,dog,108.376305,52.729122,134.90234,105.58301,84.643555
1,automobile,91.51139,74.445724,127.78613,71.28223,75.46582
9,truck,87.46061,51.14542,90.234375,83.76074,88.38672
4,deer,103.16146,43.414127,83.66797,117.53711,108.2793
8,ship,174.02376,75.02103,177.56543,169.68457,174.82129
5,dog,83.69922,54.406128,89.524414,84.42285,77.15039
1,automobile,94.46061,62.5213,101.296875,89.44238,92.64258
7,horse,100.36947,84.164,102.3457,107.634766,91.12793
4,deer,113.40267,58.63616,136.21484,108.91797,95.075195
4,deer,110.64974,56.9765,125.43848,123.72363,82.78711
0,airplane,185.05566,51.85176,185.05566,185.05566,185.05566
6,frog,110.390625,52.71956,135.59863,134.68848,60.884766
9,truck,143.53613,66.8898,169.66016,136.96094,123.987305
0,airplane,140.64519,53.33032,137.39551,140.83984,143.7002
7,horse,82.56608,45.355686,104.961914,82.2832,60.453125
8,ship,173.63216,55.55595,183.86426,169.64062,167.3916
8,ship,154.91895,60.265526,142.53418,164.79785,157.4248
9,truck,154.41765,65.37214,169.03809,152.06445,142.15039
9,truck,139.8291,75.5047,145.83105,141.46289,132.19336
3,cat,101.83203,54.77634,114.103516,97.93848,93.4541
3,cat,76.6683,56.056698,87.52832,74.0625,68.41406
4,deer,91.65234,48.84226,86.35254,100.44629,88.1582
0,airplane,154.41277,72.540016,146.6289,154.63086,161.97852
4,deer,91.61393,44.26703,106.4375,96.9541,71.450195
5,dog,88.78711,58.66442,95.018555,86.27051,85.072266
6,frog,98.90332,64.371025,111.00195,106.09473,79.61328
6,frog,107.08789,26.402277,116.37793,114.57617,90.30957
0,airplane,136.11914,64.92284,129.67578,139.3877,139.29395
1,automobile,113.651695,42.15432,121.36914,112.12109,107.46484
0,airplane,187.52051,60.53079,181.18555,183.73535,197.64062
8,ship,138.6696,30.753258,111.27539,143.32324,161.41016
0,airplane,129.73991,42.024227,125.93652,105.69824,157.58496
4,deer,133.73535,49.549316,155.01855,133.91602,112.271484
8,ship,151.44563,68.30885,104.265625,156.02832,194.04297
8,ship,130.41374,63.70471,127.75098,137.14355,126.34668
