image_id,filename,label,label_name
train_00302,automobile_s_001152.png,1,automobile
train_00303,coupe_s_000846.png,1,automobile
train_00304,flying_bird_s_000252.png,2,bird
train_00305,automobile_s_002343.png,1,automobile
train_00306,japanese_spaniel_s_001162.png,5,dog
train_00307,fire_truck_s_000043.png,9,truck
train_00308,semi_s_001207.png,9,truck
train_00309,fighter_aircraft_s_001840.png,0,airplane
train_00310,ship_s_001976.png,8,ship
train_00311,caribou_s_001222.png,4,deer
train_00312,police_cruiser_s_001347.png,1,automobile
train_00313,coupe_s_000042.png,1,automobile
train_00314,bufo_bufo_s_000995.png,6,frog
train_00315,tabby_s_001148.png,3,cat
train_00316,true_cat_s_000476.png,3,cat
train_00317,garbage_truck_s_001442.png,9,truck
train_00318,fighter_aircraft_s_000385.png,0,airplane
train_00319,quarter_horse_s_001602.png,7,horse
train_00320,camion_s_000116.png,9,truck
train_00321,tennessee_walker_s_000539.png,7,horse
train_00322,lipizzan_s_000452.png,7,horse
train_00323,trucking_rig_s_001594.png,9,truck
train_00324,shooting_brake_s_001611.png,1,automobile
train_00325,puppy_s_002096.png,5,dog
train_00326,auto_s_000855.png,1,automobile
train_00327,bufo_marinus_s_001364.png,6,frog
train_00328,natterjack_s_000036.png,6,frog
train_00329,pontoon_s_000643.png,8,ship
train_00330,stallion_s_001256.png,7,horse
train_00331,coupe_s_001863.png,1,automobile
train_00332,house_cat_s_000079.png,3,cat
train_00333,jetliner_s_000981.png,0,airplane
train_00334,felis_catus_s_000853.png,3,cat
train_00335,tabby_cat_s_000827.png,3,cat
train_00336,struthio_camelus_s_001250.png,2,bird
train_00337,fawn_s_001915.png,4,deer
train_00338,canis_familiaris_s_001298.png,5,dog
train_00339,lipizzan_s_002122.png,7,horse
train_00340,toy_spaniel_s_001133.png,5,dog
train_00341,dump_truck_s_000029.png,9,truck
train_00342,fighter_s_001042.png,0,airplane
train_00343,domestic_cat_s_000493.png,3,cat
train_00344,cervus_elaphus_s_001764.png,4,deer
train_00345,airbus_s_000627.png,0,airplane
train_00346,fawn_s_001452.png,4,deer
train_00347,fallow_deer_s_000959.png,4,deer
train_00348,spadefoot_s_000777.png,6,frog
train_00349,seaplane_s_001639.png,0,airplane
train_00350,plane_s_001066.png,0,airplane
train_00351,bufo_viridis_s_000348.png,6,frog
train_00352,crapaud_s_000051.png,6,frog
train_00353,seaplane_s_001447.png,0,airplane
train_00354,boat_s_000404.png,8,ship
train_00355,convertible_s_001242.png,1,automobile
train_00356,toad_s_000201.png,6,frog
train_00357,finch_s_000494.png,2,bird
train_00358,fire_engine_s_001437.png,9,truck
train_00359,pipit_s_000226.png,2,bird
train_00360,toy_dog_s_000960.png,5,dog
train_00361,delivery_truck_s_001121.png,9,truck
train_00362,bufo_marinus_s_001506.png,6,frog
train_00363,studhorse_s_000010.png,7,horse
train_00364,woodland_caribou_s_001003.png,4,deer
train_00365,station_wagon_s_000260.png,1,automobile
train_00366,pilot_boat_s_000356.png,8,ship
train_00367,stud_mare_s_001497.png,7,horse
train_00368,tabby_cat_s_001966.png,3,cat
train_00369,american_toad_s_000006.png,6,frog
train_00370,tipper_s_000010.png,9,truck
train_00371,tomcat_s_002230.png,3,cat
train_00372,dive_bomber_s_001120.png,0,airplane
train_00373,wapiti_s_000802.png,4,deer
train_00374,biplane_s_000862.png,0,airplane
train_00375,blenheim_spaniel_s_000589.png,5,dog
train_00376,shooting_brake_s_001161.png,1,automobile
train_00377,jetliner_s_000400.png,0,airplane
train_00378,tabby_s_000923.png,3,cat
train_00379,alces_alces_s_000361.png,4,deer
train_00380,police_boat_s_000002.png,8,ship
train_00381,mutt_s_001696.png,5,dog
train_00382,cervus_elaphus_s_001695.png,4,deer
train_00383,quarter_horse_s_000752.png,7,horse
train_00384,accentor_s_000449.png,2,bird
train_00385,tabby_cat_s_000144.png,3,cat
train_00386,fire_engine_s_001513.png,9,truck
train_00387,tennessee_walking_horse_s_001187.png,7,horse
train_00388,bufo_s_001247.png,6,frog
train_00389,arabian_s_002147.png,7,horse
train_00390,compact_s_001258.png,1,automobile
train_00391,elk_s_002339.png,4,deer
train_00392,stud_mare_s_001384.png,7,horse
train_00393,fighter_aircraft_s_000745.png,0,airplane
train_00394,police_cruiser_s_001047.png,1,automobile
train_00395,lipizzan_s_001764.png,7,horse
train_00396,cat_s_000331.png,3,cat
train_00397,taxi_s_000701.png,1,automobile
train_00398,boat_s_000432.png,8,ship
train_00399,japanese_deer_s_000942.png,4,deer
train_00400,sambar_s_000076.png,4,deer
train_00401,ostrich_s_001559.png,2,bird
train_00402,dive_bomber_s_000185.png,0,airplane
train_00403,lark_s_001532.png,2,bird
train_00404,flightless_bird_s_000480.png,2,bird
train_00405,stealth_fighter_s_001312.png,0,airplane
train_00406,jumbojet_s_000789.png,0,airplane
train_00407,delivery_truck_s_000510.png,9,truck
train_00408,biplane_s_001901.png,0,airplane
train_00409,lorry_s_001185.png,9,truck
train_00410,crapaud_s_000511.png,6,frog
train_00411,boat_s_001280.png,8,ship
train_00412,bird_s_001357.png,2,bird
train_00413,stud_mare_s_001477.png,7,horse
train_00414,arabian_s_000751.png,7,horse
train_00415,rangifer_caribou_s_000586.png,4,deer
train_00416,monoplane_s_000036.png,0,airplane
train_00417,house_cat_s_001321.png,3,cat
train_00418,stealth_fighter_s_000240.png,0,airplane
train_00419,oil_tanker_s_000129.png,8,ship
train_00420,tipper_truck_s_000416.png,9,truck
train_00421,roe_deer_s_000358.png,4,deer
train_00422,rhea_americana_s_000475.png,2,bird
train_00423,lippizaner_s_000517.png,7,horse
train_00424,cassowary_s_000297.png,2,bird
train_00425,pekingese_s_001675.png,5,dog
train_00426,accentor_s_001058.png,2,bird
train_00427,lapdog_s_000227.png,5,dog
train_00428,auto_s_001153.png,1,automobile
train_00429,fire_engine_s_000443.png,9,truck
train_00430,muntjac_s_000815.png,4,deer
train_00431,lightship_s_000090.png,8,ship
train_00432,dog_s_002441.png,5,dog
train_00433,auto_s_001951.png,1,automobile
train_00434,arabian_s_000328.png,7,horse
train_00435,odocoileus_hemionus_s_000188.png,4,deer
train_00436,barking_deer_s_000019.png,4,deer
train_00437,dive_bomber_s_001486.png,0,airplane
train_00438,bufo_viridis_s_000503.png,6,frog
train_00439,wrecker_s_002294.png,9,truck
train_00440,monoplane_s_000206.png,0,airplane
train_00441,arabian_s_002282.png,7,horse
train_00442,speedboat_s_002160.png,8,ship
train_00443,cargo_vessel_s_002136.png,8,ship
train_00444,garbage_truck_s_000726.png,9,truck
train_00445,delivery_truck_s_001468.png,9,truck
train_00446,house_cat_s_002240.png,3,cat
train_00447,house_cat_s_000045.png,3,cat
train_00448,caribou_s_002007.png,4,deer
train_00449,propeller_plane_s_000451.png,0,airplane
train_00450,fallow_deer_s_001082.png,4,deer
train_00451,dog_s_001897.png,5,dog
train_00452,bufo_bufo_s_001631.png,6,frog
train_00453,spadefoot_s_000191.png,6,frog
train_00454,multiengine_airplane_s_000186.png,0,airplane
train_00455,auto_s_002359.png,1,automobile
train_00456,stealth_bomber_s_001607.png,0,airplane
train_00457,passenger_ship_s_000582.png,8,ship
train_00458,airliner_s_001297.png,0,airplane
train_00459,fallow_deer_s_000973.png,4,deer
train_00460,speedboat_s_000178.png,8,ship
train_00461,boat_s_001444.png,8,ship
train_00462,estate_car_s_000712.png,1,automobile
train_00463,english_toy_spaniel_s_000888.png,5,dog
train_00464,passerine_s_000699.png,2,bird
train_00465,rana_pipiens_s_000286.png,6,frog
train_00466,tanker_s_000025.png,8,ship
train_00467,car_s_001956.png,1,automobile
train_00468,stealth_bomber_s_000424.png,0,airplane
train_00469,airliner_s_001070.png,0,airplane
train_00470,stud_mare_s_001348.png,7,horse
train_00471,quarter_horse_s_000282.png,7,horse
train_00472,maltese_s_001818.png,5,dog
train_00473,lorry_s_001786.png,9,truck
train_00474,true_frog_s_000064.png,6,frog
train_00475,cassowary_s_001372.png,2,bird
train_00476,houseboat_s_000626.png,8,ship
train_00477,domestic_cat_s_000035.png,3,cat
train_00478,deer_s_001596.png,4,deer
train_00479,cow_pony_s_000803.png,7,horse
train_00480,tabby_cat_s_001466.png,3,cat
train_00481,tipper_truck_s_001525.png,9,truck
train_00482,stealth_fighter_s_000533.png,0,airplane
train_00483,station_wagon_s_000750.png,1,automobile
train_00484,wagtail_s_001549.png,2,bird
train_00485,rangifer_caribou_s_000985.png,4,deer
train_00486,cargo_ship_s_000408.png,8,ship
train_00487,cab_s_000788.png,1,automobile
train_00488,flatboat_s_000044.png,8,ship
train_00489,bufo_viridis_s_000457.png,6,frog
train_00490,fallow_deer_s_000040.png,4,deer
train_00491,barren_ground_caribou_s_000077.png,4,deer
train_00492,pekinese_s_000453.png,5,dog
train_00493,female_horse_s_000358.png,7,horse
train_00494,compact_car_s_000869.png,1,automobile
train_00495,tabby_cat_s_002454.png,3,cat
train_00496,delivery_truck_s_000864.png,9,truck
train_00497,cargo_ship_s_000802.png,8,ship
train_00498,attack_aircraft_s_000037.png,0,airplane
train_00499,convertible_s_000037.png,1,automobile
train_00500,broodmare_s_001448.png,7,horse
